timestamp,end_timestamp,signal_type,raw_value,threshold,event_label,severity,confidence,duration_seconds,additional_data
2026-03-04 03:34:04.162157,2026-03-04 03:34:16.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 03:34:34.162157,2026-03-04 03:34:46.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 03:34:58.162157,2026-03-04 03:35:10.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 03:35:16.162157,2026-03-04 03:35:28.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 03:35:34.162157,2026-03-04 03:35:46.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 03:35:52.162157,2026-03-04 03:36:04.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 03:36:16.162157,2026-03-04 03:36:28.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 03:36:34.162157,2026-03-04 03:36:46.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 05:06:46.162157,2026-03-04 05:06:58.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 05:07:04.162157,2026-03-04 05:07:16.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 05:07:40.162157,2026-03-04 05:07:52.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 05:08:10.162157,2026-03-04 05:08:22.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 05:08:40.162157,2026-03-04 05:08:52.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 05:09:10.162157,2026-03-04 05:09:22.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 05:09:34.162157,2026-03-04 05:09:46.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 05:09:58.162157,2026-03-04 05:10:10.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 05:10:16.162157,2026-03-04 05:10:28.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 05:10:58.162157,2026-03-04 05:11:10.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 06:55:34.162157,2026-03-04 06:55:46.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 06:55:58.162157,2026-03-04 06:56:10.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 06:56:40.162157,2026-03-04 06:56:52.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 06:57:04.162157,2026-03-04 06:57:16.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 06:57:28.162157,2026-03-04 06:57:40.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 06:58:04.162157,2026-03-04 06:58:16.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 06:58:40.162157,2026-03-04 06:58:52.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 06:59:04.162157,2026-03-04 06:59:16.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 06:59:46.162157,2026-03-04 06:59:58.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 07:00:04.162157,2026-03-04 07:00:16.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 08:00:28.162157,2026-03-04 08:00:40.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 08:01:16.162157,2026-03-04 08:01:28.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 08:01:40.162157,2026-03-04 08:01:52.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 08:02:04.162157,2026-03-04 08:02:16.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 08:03:04.162157,2026-03-04 08:03:16.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 08:03:22.162157,2026-03-04 08:03:34.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 08:03:46.162157,2026-03-04 08:03:58.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 08:04:16.162157,2026-03-04 08:04:28.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 08:04:34.162157,2026-03-04 08:04:46.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 08:04:58.162157,2026-03-04 08:05:10.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 09:06:22.162157,2026-03-04 09:06:34.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 09:06:52.162157,2026-03-04 09:07:04.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 09:07:16.162157,2026-03-04 09:07:28.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 09:07:34.162157,2026-03-04 09:07:46.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 09:07:52.162157,2026-03-04 09:08:04.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 09:08:34.162157,2026-03-04 09:08:46.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 09:08:52.162157,2026-03-04 09:09:04.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 09:09:34.162157,2026-03-04 09:09:46.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 09:09:52.162157,2026-03-04 09:10:04.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 09:10:10.162157,2026-03-04 09:10:22.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 09:10:34.162157,2026-03-04 09:10:46.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 09:10:52.162157,2026-03-04 09:11:04.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 09:11:10.162157,2026-03-07 05:43:22.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 09:34:34.162157,2026-03-04 09:34:46.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 09:34:52.162157,2026-03-04 09:35:04.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 09:35:16.162157,2026-03-04 09:35:28.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 09:35:40.162157,2026-03-04 09:35:52.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 09:35:58.162157,2026-03-04 09:36:10.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 09:36:22.162157,2026-03-04 09:36:34.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 09:36:58.162157,2026-03-04 09:37:10.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 09:37:16.162157,2026-03-04 09:37:28.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 09:37:46.162157,2026-03-04 09:37:58.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 09:38:10.162157,2026-03-04 09:38:22.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 09:38:34.162157,2026-03-04 09:38:46.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 09:39:10.162157,2026-03-04 23:26:22.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 10:09:34.162157,2026-03-04 10:09:46.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 10:09:46.162157,2026-03-04 10:09:58.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 10:09:52.162157,2026-03-04 10:10:04.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 10:10:04.162157,2026-03-04 10:10:16.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 10:10:16.162157,2026-03-04 10:10:28.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 10:10:22.162157,2026-03-04 10:10:34.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 10:10:34.162157,2026-03-04 10:10:46.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 10:10:34.162157,2026-03-04 10:10:46.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 10:10:46.162157,2026-03-04 10:10:58.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 10:10:52.162157,2026-03-04 10:11:04.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 10:10:58.162157,2026-03-04 10:11:10.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 10:11:04.162157,2026-03-04 10:11:16.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 10:11:16.162157,2026-03-04 10:11:28.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 10:11:34.162157,2026-03-04 10:11:46.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 10:11:34.162157,2026-03-04 10:11:46.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 10:11:40.162157,2026-03-04 10:11:52.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 10:11:52.162157,2026-03-04 10:12:04.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 10:11:58.162157,2026-03-04 10:12:10.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 10:12:16.162157,2026-03-04 10:12:28.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 10:12:16.162157,2026-03-04 10:12:28.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 10:12:28.162157,2026-03-04 10:12:40.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 10:12:40.162157,2026-03-04 10:12:52.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 10:12:46.162157,2026-03-04 10:12:58.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 10:12:46.162157,2026-03-04 10:12:58.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
2026-03-04 10:13:10.162157,2026-03-04 10:13:22.162157,ACCELEROMETER,0.0,0.0,HARSH_BUMP,medium,1.0,0.5,"{""peak_magnitude"": null, ""event_type"": ""harsh_bump"", ""detection_method"": ""accelerometer_analysis""}"
